; PERSON  r2Winsteps  Apr  1 2016 12:33
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ IN.ZST OUT.MS OUT.ZS  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE NAME
     1   -3.23 -1     5.0       .0   1.93   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00   -3.23 1086 | Male   | Black
   379     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1072 | Male   | Latino
   380     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 935  | Female | White
   381     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 924  | Male   | Multiple
   382     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1049 | Female | White
   383     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 920  | Male   | White
   384     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 863  | Male   | Asian
   385     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1073 | Female | White
   386     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1129 | Female | White
   387     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1093 | Male   | White
   388     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 959  | Male   | White
   389     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1024 | Male   | Latino
   390     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1166 | Male   | White
   391     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 922  | Male   | White
   392     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1018 | Male   | White
   393     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1092 | Male   | White
   394     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 829  | Female | Asian
   395     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1070 | Male   | White
   396     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1030 | Male   | Latino
   397     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1016 | Female | White
   398     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 938  | Male   | White
   399     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 797  | Male   | White
   400     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1040 | Female | White
   401     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1012 | Male   | Asian
   402     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 972  | Female | Black
   403     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1131 | Female | Latino
   404     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 985  | Female | White
   405     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1030 | Female | White
   406     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 1073 | Male   | Asian
   407     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 904  | Male   | White
   408     .52  1     5.0      3.0   1.03    .77   -.44    .64   -.47    .00    .67   1.00  60.0  70.5   .46   .38     .45 917  | Female | White
   409     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1056 | Female | Asian
   410     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1092 | Male   | White
   411     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1040 | Male   | White
   412     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1065 | Male   | White
   413     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1202 | Male   | White
   414     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1005 | Female | Latino
   415     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1048 | Male   | Asian
   416     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1066 | Male   | Black
   417     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 990  | Male   | White
   418     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1139 | Male   | Asian
   419     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1068 | Female | Latino
   420     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1114 | Male   | Latino
   421     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 906  | Male   | White
   422     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1092 | Male   | Asian
   423     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 960  | Male   | Asian
   424     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1173 | Female | Latino
   425     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1087 | Male   | Black
   426     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 907  | Female | White
   427     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 990  | Male   | Latino
   428     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1265 | Female | White
   429     .52  1     5.0      3.0   1.03   1.19    .57   1.19    .50    .00    .31   1.00  60.0  70.5   .46   .48     .45 1094 | Male   | White
   430    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1048 | Male   | White
   431    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 998  | Male   | Latino
   432    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1024 | Male   | White
   433    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1196 | Male   | White
   434    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1087 | Female | White
   435    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1174 | Female | White
   436    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1119 | Female | Latino
   437    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1073 | Male   | White
   438    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1086 | Male   | White
   439    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 906  | Male   | White
   440    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 952  | Female | Black
   441    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1075 | Female | Asian
   442    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1036 | Male   | Latino
   443    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 999  | Male   | White
   444    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 859  | Female | White
   445    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 804  | Female | Latino
   446    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1196 | Male   | Asian
   447    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1094 | Male   | Latino
   448    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1137 | Male   | White
   449    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 982  | Female | Asian
   450    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 929  | Male   | Asian
   451    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 979  | Male   | Latino
   452    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1044 | Female | Black
   453    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1078 | Male   | White
   454    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 943  | Male   | Multiple
   455    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 987  | Female | White
   456    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 913  | Female | White
   457    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 887  | Male   | White
   458    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 970  | Female | White
   459    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 992  | Female | Multiple
   460    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1035 | Female | White
   461    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 962  | Male   | White
   462    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1084 | Male   | White
   463    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 934  | Female | Latino
   464    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1066 | Female | White
   465    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 962  | Male   | Asian
   466    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 928  | Female | White
   467    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1110 | Male   | Asian
   468    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 980  | Male   | White
   469    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 982  | Male   | Latino
   470    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1051 | Female | White
   471    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1080 | Male   | White
   472    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 955  | Male   | White
   473    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 937  | Male   | White
   474    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 999  | Female | Black
   475    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1116 | Female | Black
   476    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 887  | Male   | Black
   477    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1093 | Female | Latino
   478    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1137 | Female | White
   479    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1158 | Female | White
   480    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 973  | Female | White
   481    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1029 | Male   | Asian
   482    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1060 | Female | Latino
   483    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1024 | Female | White
   484    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 826  | Male   | Latino
   485    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1074 | Female | White
   486    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1030 | Male   | White
   487    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1124 | Female | White
   488    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1054 | Male   | Latino
   489    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1125 | Female | White
   490    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 955  | Female | White
   491    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1221 | Female | White
   492    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 898  | Female | White
   493    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 930  | Female | Latino
   494    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 977  | Male   | White
   495    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 975  | Female | Multiple
   496    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1065 | Male   | White
   497    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1058 | Male   | Latino
   498    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1028 | Male   | White
   499    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1074 | Male   | White
   500    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1026 | Female | Latino
   501    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1043 | Female | White
   502    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 997  | Male   | Black
   503    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1019 | Female | White
   504    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 885  | Male   | White
   505    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1095 | Female | Latino
   506    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 989  | Female | White
   507    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1122 | Male   | White
   508    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1026 | Female | White
   509    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1115 | Male   | White
   510    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1080 | Female | Latino
   511    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1049 | Female | Latino
   512    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1119 | Female | Latino
   513    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 972  | Male   | Asian
   514    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1075 | Male   | White
   515    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1148 | Female | Asian
   516    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1156 | Male   | Multiple
   517    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 956  | Female | White
   518    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 843  | Female | White
   519    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1005 | Male   | White
   520    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1001 | Male   | Latino
   521    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 908  | Male   | White
   522    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 895  | Female | Latino
   523    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1072 | Male   | White
   524    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 979  | Male   | White
   525    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1058 | Male   | White
   526    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1025 | Male   | Latino
   527    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 931  | Male   | Latino
   528    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 940  | Male   | Latino
   529    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 880  | Male   | Asian
   530    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 717  | Male   | Latino
   531    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1256 | Male   | White
   532    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 987  | Female | White
   533    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 937  | Male   | Asian
   534    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 977  | Female | Latino
   535    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 800  | Male   | White
   536    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 928  | Male   | White
   537    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 990  | Male   | Asian
   538    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 922  | Female | Black
   539    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1047 | Male   | Asian
   540    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 973  | Female | Asian
   541    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1027 | Male   | Latino
   542    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1083 | Male   | White
   543    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 820  | Male   | White
   544    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1092 | Male   | White
   545    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1069 | Male   | White
   546    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 869  | Female | Asian
   547    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1060 | Female | Asian
   548    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1014 | Male   | White
   549    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1026 | Female | Latino
   550    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1124 | Female | White
   551    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1166 | Female | White
   552    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 798  | Female | White
   553    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1036 | Female | White
   554    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1069 | Male   | Black
   555    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 759  | Female | Latino
   556    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 963  | Male   | White
   557    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1071 | Female | White
   558    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1144 | Female | Multiple
   559    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 923  | Female | Black
   560    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1002 | Female | White
   561    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 926  | Male   | Latino
   562    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 926  | Male   | White
   563    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1033 | Female | Asian
   564    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1015 | Female | White
   565    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1069 | Male   | Latino
   566    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1066 | Male   | Black
   567    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 849  | Female | Latino
   568    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1001 | Male   | White
